Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,Region,City,State,Postal Code,Product ID,Product Name,Category,Sub-Category,Sales,Quantity,Discount,Profit
6326,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Central,Westland,Michigan,48185,FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Furniture,Furnishings,272.94,3,0,30.02
6327,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Central,Westland,Michigan,48185,OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks  9 1/2"" x 11""  Executive Red",Office Supplies,Binders,19.05,5,0,8.95
6328,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Central,Westland,Michigan,48185,OFF-AP-10002311,Holmes Replacement Filter for HEPA Air Cleaner  Very Large Room  HEPA Filter,Office Supplies,Appliances,247.72,4,0.1,93.58
6329,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Central,Westland,Michigan,48185,OFF-ST-10003123,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,Storage,66.58,2,0,15.98
6330,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Central,Westland,Michigan,48185,OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,43.92,3,0,12.74
6331,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Central,Westland,Michigan,48185,FUR-FU-10002268,Ultra Door Push Plate,Furniture,Furnishings,14.73,3,0,4.86
6332,CA-2014-167927,1/20/2014,1/26/2014,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Central,Westland,Michigan,48185,OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,29.7,5,0,13.37
6333,CA-2014-133305,7/11/2014,7/15/2014,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,East,New York City,New York,10011,OFF-PA-10001970,Xerox 1881,Office Supplies,Paper,49.12,4,0,23.09
6334,CA-2014-133305,7/11/2014,7/15/2014,Standard Class,MH-17455,Mark Hamilton,Consumer,United States,East,New York City,New York,10011,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,18.28,5,0.2,6.4
6335,CA-2016-165995,8/30/2016,9/6/2016,Standard Class,BG-11740,Bruce Geld,Consumer,United States,West,Los Angeles,California,90008,FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,47.04,4,0,15.99
6336,CA-2016-165995,8/30/2016,9/6/2016,Standard Class,BG-11740,Bruce Geld,Consumer,United States,West,Los Angeles,California,90008,TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Technology,Phones,339.96,5,0.2,42.5
6337,CA-2017-143112,10/5/2017,10/9/2017,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,East,New York City,New York,10035,TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,Technology,Phones,87.8,4,0,43.9
6338,CA-2017-143112,10/5/2017,10/9/2017,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,East,New York City,New York,10035,FUR-CH-10002880,Global High-Back Leather Tilter  Burgundy,Furniture,Chairs,221.38,2,0.1,2.46
6339,CA-2017-143112,10/5/2017,10/9/2017,Standard Class,TS-21370,Todd Sumrall,Corporate,United States,East,New York City,New York,10035,TEC-MA-10001047,3D Systems Cube Printer  2nd Generation  Magenta,Technology,Machines,5199.96,4,0,1351.99
6340,US-2017-105830,12/31/2016,1/2/2017,First Class,DB-13660,Duane Benoit,Consumer,United States,East,Lancaster,Ohio,43130,OFF-ST-10002554,Tennsco Industrial Shelving,Office Supplies,Storage,156.51,4,0.2,-35.22
6341,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Eugene Moren,Home Office,United States,East,Newark,Delaware,19711,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,Accessories,119.85,3,0,52.73
6342,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Eugene Moren,Home Office,United States,East,Newark,Delaware,19711,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements  9/16"" Spine  Black",Office Supplies,Binders,30.44,2,0,14.92
6343,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Eugene Moren,Home Office,United States,East,Newark,Delaware,19711,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Office Supplies,Binders,69.28,2,0,33.25
6344,CA-2015-146255,3/7/2015,3/10/2015,First Class,EM-14140,Eugene Moren,Home Office,United States,East,Newark,Delaware,19711,TEC-PH-10001619,LG G3,Technology,Phones,587.97,3,0,170.51
6345,CA-2017-104822,10/20/2017,10/20/2017,Same Day,RB-19465,Rick Bensley,Home Office,United States,East,New York City,New York,10024,OFF-LA-10002034,Avery 478,Office Supplies,Labels,24.55,5,0,12.03
6346,CA-2015-104486,5/1/2015,5/6/2015,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,West,San Francisco,California,94109,OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements  9/16"" Spine  Black",Office Supplies,Binders,12.18,1,0.2,4.41
6347,CA-2015-104486,5/1/2015,5/6/2015,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,West,San Francisco,California,94109,OFF-ST-10000876,Eldon Simplefile Box Office,Office Supplies,Storage,37.32,3,0,10.45
6348,CA-2015-104486,5/1/2015,5/6/2015,Standard Class,PO-18850,Patrick O'Brill,Consumer,United States,West,San Francisco,California,94109,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,35.06,2,0,10.52
6349,CA-2017-161557,9/3/2017,9/8/2017,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,Central,Dallas,Texas,75217,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture,Furnishings,108.4,5,0.6,-105.69
6350,CA-2017-161130,11/3/2017,11/8/2017,Standard Class,BF-11275,Beth Fritzler,Corporate,United States,South,Miami,Florida,33178,TEC-PH-10002549,Polycom SoundPoint IP 450 VoIP phone,Technology,Phones,361.38,2,0.2,27.1
6351,US-2015-161347,9/13/2015,9/19/2015,Standard Class,HG-14845,Harry Greene,Consumer,United States,East,Philadelphia,Pennsylvania,19120,OFF-BI-10004209,Fellowes Twister Kit  Gray/Clear  3/pkg,Office Supplies,Binders,2.41,1,0.7,-2.01
6352,US-2015-109015,9/6/2015,9/12/2015,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,East,New York City,New York,10011,OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances,8.39,1,0,2.1
6353,US-2015-109015,9/6/2015,9/12/2015,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,East,New York City,New York,10011,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,Technology,Phones,337.98,2,0,101.39
6354,CA-2014-110611,10/6/2014,10/13/2014,Standard Class,JD-16015,Joy Daniels,Consumer,United States,East,Philadelphia,Pennsylvania,19120,OFF-ST-10000642,Tennsco Lockers  Gray,Office Supplies,Storage,83.92,5,0.2,-13.64
6355,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,West,Seattle,Washington,98103,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,19.68,5,0.2,6.89
6356,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,West,Seattle,Washington,98103,OFF-PA-10004621,Xerox 212,Office Supplies,Paper,25.92,4,0,12.44
6357,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,West,Seattle,Washington,98103,OFF-PA-10002262,Xerox 192,Office Supplies,Paper,6.48,1,0,3.11
6358,CA-2017-139080,1/23/2017,1/28/2017,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,West,Seattle,Washington,98103,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,Technology,Phones,86.35,6,0.2,8.64
6359,CA-2015-115693,12/10/2015,12/15/2015,Standard Class,FC-14245,Frank Carlisle,Home Office,United States,West,Los Angeles,California,90032,OFF-AR-10003582,Boston Electric Pencil Sharpener  Model 1818  Charcoal Black,Office Supplies,Art,56.3,2,0,15.76
6360,US-2014-107993,11/25/2014,11/30/2014,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,West,Springfield,Oregon,97477,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,51.02,7,0.2,8.29
6361,CA-2017-110443,11/21/2017,11/25/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,West,Renton,Washington,98059,OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,Binders,150.8,5,0.2,56.55
6362,CA-2017-110443,11/21/2017,11/25/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,West,Renton,Washington,98059,TEC-MA-10002073,3D Systems Cube Printer  2nd Generation  White,Technology,Machines,1039.99,1,0.2,104
6363,CA-2017-110443,11/21/2017,11/25/2017,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,West,Renton,Washington,98059,OFF-PA-10003797,Xerox 209,Office Supplies,Paper,51.84,8,0,24.88
6364,CA-2017-144848,4/4/2017,4/5/2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,East,New York City,New York,10009,TEC-PH-10004006,Panasonic KX - TS880B Telephone,Technology,Phones,41.22,1,0,11.13
6365,CA-2017-144848,4/4/2017,4/5/2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,East,New York City,New York,10009,OFF-SU-10000646,Premier Automatic Letter Opener,Office Supplies,Supplies,240.37,1,0,7.21
6366,CA-2017-144848,4/4/2017,4/5/2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,East,New York City,New York,10009,TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,119.02,2,0,33.33
6367,US-2017-147998,5/19/2017,5/24/2017,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,West,San Jose,California,95123,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,133.12,5,0.2,49.92
6368,CA-2016-103919,10/3/2016,10/7/2016,Standard Class,TP-21565,Tracy Poddar,Corporate,United States,Central,Grand Prairie,Texas,75051,FUR-FU-10001756,Eldon Expressions Desk Accessory  Wood Photo Frame  Mahogany,Furniture,Furnishings,38.08,5,0.6,-29.51
6369,CA-2016-113425,11/21/2016,11/21/2016,Same Day,JK-16120,Julie Kriz,Home Office,United States,East,New York City,New York,10009,FUR-BO-10002598,Hon Metal Bookcases  Putty,Furniture,Bookcases,113.57,2,0.2,12.78
6370,CA-2017-143035,10/3/2017,10/5/2017,Second Class,CC-12430,Chuck Clark,Home Office,United States,East,New York City,New York,10009,FUR-FU-10001934,Magnifier Swing Arm Lamp,Furniture,Furnishings,83.92,4,0,21.82
6371,CA-2017-143035,10/3/2017,10/5/2017,Second Class,CC-12430,Chuck Clark,Home Office,United States,East,New York City,New York,10009,OFF-AR-10001130,Quartet Alpha White Chalk  12/Pack,Office Supplies,Art,6.63,3,0,3.12
6372,CA-2017-143035,10/3/2017,10/5/2017,Second Class,CC-12430,Chuck Clark,Home Office,United States,East,New York City,New York,10009,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories,371.97,3,0,66.95
6373,CA-2014-107811,4/29/2014,5/3/2014,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,South,Memphis,Tennessee,38109,FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,561.58,2,0.2,70.2
6374,CA-2014-107811,4/29/2014,5/3/2014,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,South,Memphis,Tennessee,38109,OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Storage,99.92,5,0.2,-1.25
6375,CA-2016-163216,10/7/2016,10/10/2016,First Class,AW-10930,Arthur Wiediger,Home Office,United States,East,Philadelphia,Pennsylvania,19143,OFF-LA-10000134,Avery 511,Office Supplies,Labels,4.93,2,0.2,1.72
6376,US-2016-116442,12/15/2016,12/22/2016,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,West,Los Angeles,California,90004,FUR-FU-10002364,Eldon Expressions Wood Desk Accessories  Oak,Furniture,Furnishings,14.76,2,0,4.28
6377,CA-2017-150623,4/10/2017,4/14/2017,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,East,Waterbury,Connecticut,6708,TEC-AC-10004571,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories,99.99,1,0,42
6378,CA-2017-150623,4/10/2017,4/14/2017,Standard Class,DB-13360,Dennis Bolton,Home Office,United States,East,Waterbury,Connecticut,6708,OFF-ST-10003692,Recycled Steel Personal File for Hanging File Folders,Office Supplies,Storage,286.15,5,0,71.54
6379,US-2014-163797,4/8/2014,4/13/2014,Standard Class,PC-19000,Pauline Chand,Home Office,United States,West,Chandler,Arizona,85224,OFF-FA-10001883,Alliance Super-Size Bands  Assorted Sizes,Office Supplies,Fasteners,49.79,8,0.2,-11.83
6380,CA-2016-127236,3/29/2016,4/2/2016,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,East,Springfield,Ohio,45503,FUR-BO-10004015,Bush Andora Bookcase  Maple/Graphite Gray Finish,Furniture,Bookcases,299.98,5,0.5,-167.99
6381,CA-2016-127236,3/29/2016,4/2/2016,Standard Class,TB-21595,Troy Blackwell,Consumer,United States,East,Springfield,Ohio,45503,TEC-PH-10000141,Clearsounds A400,Technology,Phones,158.38,4,0.4,-36.95
6382,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,Tim Brockman,Consumer,United States,Central,Austin,Texas,78745,OFF-BI-10001597,"Wilson Jones Ledger-Size  Piano-Hinge Binder  2""  Blue",Office Supplies,Binders,32.78,4,0.8,-52.45
6383,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,Tim Brockman,Consumer,United States,Central,Austin,Texas,78745,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories,47.98,2,0.2,14.4
6384,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,Tim Brockman,Consumer,United States,Central,Austin,Texas,78745,TEC-AC-10002331,Maxell 74 Minute CDR  10/Pack,Technology,Accessories,62.59,8,0.2,13.3
6385,US-2017-104661,1/15/2017,1/18/2017,First Class,TB-21250,Tim Brockman,Consumer,United States,Central,Austin,Texas,78745,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Office Supplies,Binders,4.28,1,0.8,-6.63
6386,CA-2014-134103,1/30/2014,2/4/2014,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Central,Detroit,Michigan,48234,OFF-PA-10001204,Xerox 1972,Office Supplies,Paper,10.56,2,0,4.75
6387,CA-2014-134103,1/30/2014,2/4/2014,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Central,Detroit,Michigan,48234,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,229.94,2,0,6.9
6388,CA-2015-147529,2/7/2015,2/11/2015,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,South,Springfield,Virginia,22153,OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,311.15,5,0,146.24
6389,CA-2015-147529,2/7/2015,2/11/2015,Standard Class,DK-12835,Damala Kotsonis,Corporate,United States,South,Springfield,Virginia,22153,OFF-PA-10003349,Xerox 1957,Office Supplies,Paper,12.96,2,0,6.35
6390,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,East,New York City,New York,10011,OFF-PA-10001471,Strathmore Photo Frame Cards,Office Supplies,Paper,14.62,2,0,6.73
6391,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,East,New York City,New York,10011,OFF-LA-10003190,Avery 474,Office Supplies,Labels,5.76,2,0,2.82
6392,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,East,New York City,New York,10011,OFF-FA-10000621,OIC Colored Binder Clips  Assorted Sizes,Office Supplies,Fasteners,21.48,6,0,10.53
6393,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,East,New York City,New York,10011,FUR-FU-10002937,"GE 48"" Fluorescent Tube  Cool White Energy Saver  34 Watts  30/Box",Furniture,Furnishings,396.92,4,0,198.46
6394,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,East,New York City,New York,10011,OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,17.15,1,0,4.63
6395,CA-2016-129126,12/14/2016,12/19/2016,Standard Class,PK-19075,Pete Kriz,Consumer,United States,East,New York City,New York,10011,OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Office Supplies,Binders,23.12,2,0.2,7.8
6396,CA-2017-131632,10/31/2017,11/4/2017,Standard Class,AH-10120,Adrian Hane,Home Office,United States,Central,Dallas,Texas,75217,OFF-AR-10003651,Newell 350,Office Supplies,Art,5.25,2,0.2,0.59
6397,CA-2017-151981,8/6/2017,8/12/2017,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,East,Concord,New Hampshire,3301,TEC-PH-10003601,Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting  Black/Silver,Technology,Phones,824.95,5,0,247.49
6398,CA-2017-151981,8/6/2017,8/12/2017,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,East,Concord,New Hampshire,3301,OFF-LA-10002195,Avery 481,Office Supplies,Labels,24.64,8,0,11.83
6399,CA-2017-151981,8/6/2017,8/12/2017,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,East,Concord,New Hampshire,3301,OFF-AR-10000380,Hunt PowerHouse Electric Pencil Sharpener  Blue,Office Supplies,Art,227.88,6,0,68.36
6400,CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,South,Lafayette,Louisiana,70506,FUR-BO-10000330,Sauder Camden County Barrister Bookcase  Planked Cherry Finish,Furniture,Bookcases,241.96,2,0,33.87
6401,CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,South,Lafayette,Louisiana,70506,OFF-BI-10000591,Avery Binder Labels,Office Supplies,Binders,3.89,1,0,1.87
6402,CA-2017-125472,5/30/2017,5/31/2017,First Class,BD-11725,Bruce Degenhardt,Consumer,United States,South,Lafayette,Louisiana,70506,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,Furniture,Furnishings,8.01,3,0,3.04
6403,CA-2015-156328,11/30/2015,12/5/2015,Standard Class,RM-19375,Raymond Messe,Consumer,United States,South,Raleigh,North Carolina,27604,TEC-PH-10001198,Avaya 4621SW VoIP phone,Technology,Phones,177.48,3,0.2,19.97
6404,CA-2017-154074,8/31/2017,9/2/2017,Second Class,BW-11110,Bart Watters,Corporate,United States,West,Spokane,Washington,99207,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,569.57,2,0.2,7.12
6405,CA-2017-154074,8/31/2017,9/2/2017,Second Class,BW-11110,Bart Watters,Corporate,United States,West,Spokane,Washington,99207,OFF-ST-10002370,Sortfiler Multipurpose Personal File Organizer  Black,Office Supplies,Storage,149.73,7,0,43.42
6406,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,Greg Tran,Consumer,United States,Central,Houston,Texas,77041,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs,899.43,5,0.3,-12.85
6407,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,Greg Tran,Consumer,United States,Central,Houston,Texas,77041,OFF-AR-10001446,Newell 309,Office Supplies,Art,46.2,5,0.2,5.78
6408,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,Greg Tran,Consumer,United States,Central,Houston,Texas,77041,OFF-PA-10000300,Xerox 1936,Office Supplies,Paper,47.95,3,0.2,16.18
6409,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,Greg Tran,Consumer,United States,Central,Houston,Texas,77041,TEC-PH-10004071,PayAnywhere Card Reader,Technology,Phones,7.99,1,0.2,0.7
6410,CA-2017-161774,5/14/2017,5/15/2017,First Class,GT-14710,Greg Tran,Consumer,United States,Central,Houston,Texas,77041,OFF-PA-10003134,Xerox 1937,Office Supplies,Paper,76.86,2,0.2,26.9
6411,CA-2017-151211,8/17/2017,8/23/2017,Standard Class,AH-10120,Adrian Hane,Home Office,United States,South,Louisville,Kentucky,40214,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,Office Supplies,Binders,102.93,3,0,48.38
6412,CA-2017-151211,8/17/2017,8/23/2017,Standard Class,AH-10120,Adrian Hane,Home Office,United States,South,Louisville,Kentucky,40214,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,98.16,6,0,9.82
6413,CA-2017-142671,11/10/2017,11/14/2017,Second Class,DR-12940,Daniel Raglin,Home Office,United States,South,Hollywood,Florida,33021,OFF-BI-10004099,GBC VeloBinder Strips,Office Supplies,Binders,11.52,5,0.7,-7.68
6414,CA-2017-144750,8/21/2017,8/21/2017,Same Day,DL-13495,Dionis Lloyd,Corporate,United States,West,Chandler,Arizona,85224,OFF-PA-10003395,Xerox 1941,Office Supplies,Paper,83.88,1,0.2,29.36
6415,CA-2016-111976,3/8/2016,3/12/2016,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,East,Philadelphia,Pennsylvania,19120,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Technology,Phones,108.58,4,0.4,-25.33
6416,CA-2016-111976,3/8/2016,3/12/2016,Standard Class,BD-11620,Brian DeCherney,Consumer,United States,East,Philadelphia,Pennsylvania,19120,OFF-FA-10004968,Rubber Band Ball,Office Supplies,Fasteners,5.98,2,0.2,-1.35
6417,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Central,Tulsa,Oklahoma,74133,OFF-SU-10001218,Fiskars Softgrip Scissors,Office Supplies,Supplies,21.96,2,0,6.15
6418,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Central,Tulsa,Oklahoma,74133,FUR-CH-10002084,Hon Mobius Operator's Chair,Furniture,Chairs,368.97,3,0,81.17
6419,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Central,Tulsa,Oklahoma,74133,OFF-AR-10004269,Newell 31,Office Supplies,Art,12.39,3,0,3.47
6420,CA-2016-140130,10/31/2016,11/5/2016,Standard Class,HW-14935,Helen Wasserman,Corporate,United States,Central,Tulsa,Oklahoma,74133,OFF-ST-10001128,Carina Mini System Audio Rack  Model AR050B,Office Supplies,Storage,332.94,3,0,9.99
6421,CA-2014-159121,7/26/2014,8/1/2014,Standard Class,JO-15145,Jack O'Briant,Corporate,United States,West,Draper,Utah,84020,TEC-AC-10002006,Memorex Micro Travel Drive 16 GB,Technology,Accessories,111.93,7,0,34.7
6422,CA-2015-149650,10/24/2015,10/27/2015,First Class,RD-19660,Robert Dilbeck,Home Office,United States,West,Oakland,California,94601,FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs,454.27,8,0.2,-73.82
6423,CA-2017-115777,8/19/2017,8/24/2017,Standard Class,DO-13645,Doug O'Connell,Consumer,United States,East,Lawrence,Massachusetts,1841,OFF-PA-10000552,Xerox 200,Office Supplies,Paper,19.44,3,0,9.33
6424,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,Christopher Conant,Consumer,United States,East,Philadelphia,Pennsylvania,19120,TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,Technology,Copiers,8399.98,4,0.4,1120
6425,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,Christopher Conant,Consumer,United States,East,Philadelphia,Pennsylvania,19120,OFF-BI-10004308,Avery Legal 4-Ring Binder,Office Supplies,Binders,6.29,1,0.7,-4.2
6426,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,Christopher Conant,Consumer,United States,East,Philadelphia,Pennsylvania,19120,OFF-PA-10000029,Xerox 224,Office Supplies,Paper,10.37,2,0.2,3.63
6427,CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,Christopher Conant,Consumer,United States,East,Philadelphia,Pennsylvania,19120,TEC-PH-10004080,Avaya 5410 Digital phone,Technology,Phones,122.38,3,0.4,-24.48
6428,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,South,Jacksonville,North Carolina,28540,OFF-ST-10001558,Acco Perma 4000 Stacking Storage Drawers,Office Supplies,Storage,25.98,2,0.2,-1.62
6429,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,South,Jacksonville,North Carolina,28540,FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables,945.04,6,0.4,-299.26
6430,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,South,Jacksonville,North Carolina,28540,OFF-BI-10002982,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,14.3,7,0.7,-10.49
6431,CA-2014-165764,11/3/2014,11/7/2014,Standard Class,SH-20395,Shahid Hopkins,Consumer,United States,South,Jacksonville,North Carolina,28540,FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,Furniture,Furnishings,410.35,3,0.2,-51.29
6432,CA-2015-121405,3/30/2015,4/4/2015,Standard Class,FC-14335,Fred Chung,Corporate,United States,Central,Chicago,Illinois,60610,OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers  5 1/4""X8 1/2""  300/Messages",Office Supplies,Paper,23.52,5,0.2,8.53
6433,CA-2015-121405,3/30/2015,4/4/2015,Standard Class,FC-14335,Fred Chung,Corporate,United States,Central,Chicago,Illinois,60610,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Technology,Phones,180.96,5,0.2,13.57
6434,US-2017-116897,5/27/2017,5/29/2017,First Class,JG-15160,James Galang,Consumer,United States,West,Pocatello,Idaho,83201,FUR-FU-10004963,Eldon 400 Class Desk Accessories  Black Carbon,Furniture,Furnishings,35,4,0,14.7
6435,US-2017-116897,5/27/2017,5/29/2017,First Class,JG-15160,James Galang,Consumer,United States,West,Pocatello,Idaho,83201,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,477.15,5,0,28.63
6436,US-2017-116897,5/27/2017,5/29/2017,First Class,JG-15160,James Galang,Consumer,United States,West,Pocatello,Idaho,83201,TEC-PH-10004389,Nokia Lumia 925,Technology,Phones,302.38,3,0.2,22.68
6437,US-2017-113992,12/14/2017,12/19/2017,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Central,Plano,Texas,75023,FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,974.99,4,0.3,-97.5
